customer_id,total_orders,total_spent,avg_order_value,last_order_date
02044acf-6f75-493a-a626-02a28a46d480,1,39.90,39.90,2024-05-30
0221b9fa-4d38-43b3-8f93-7d3f0b91ec08,1,243.90,243.90,2024-01-20
0231b934-7e15-44c6-8cf7-c55fb785d4c0,1,491.69,491.69,2025-01-18
02390c07-bc8e-4b1e-832e-952189502779,1,643.47,643.47,2025-09-09
02465a1c-377e-473c-b0b3-79fb8a9dc373,1,887.43,887.43,2023-08-29
026004c8-827c-40e3-9881-ad9ff03566ac,1,1176.34,1176.34,2025-09-06
028163fd-4ff5-40af-a258-aa8ff6f4dc6c,1,1354.97,1354.97,2024-11-03
0284ff08-c40f-4be6-9ce9-260bd09ef9aa,1,390.07,390.07,2024-09-30
029105c1-c548-4918-9b3d-b2e37b226a68,1,1908.25,1908.25,2025-04-05
02b262e9-f33c-4490-a333-291a5f7a3ac4,1,1449.43,1449.43,2023-03-15
02b3c948-4db6-4475-a7dd-1ac44282b6e4,1,167.74,167.74,2023-01-21
02b77c5d-37ab-4ae7-b9c9-3336916a3c1a,1,2149.94,2149.94,2025-07-07
02bfcee5-789f-430e-9a20-b3a3ebdf6f72,1,89.28,89.28,2023-03-22
02c6a749-0df1-4962-bd98-1e03c617a4f9,1,144.28,144.28,2024-03-28
02f5766c-8474-43cd-b4e3-f8114ee711b2,1,798.08,798.08,2023-07-25
02fe5411-1234-4739-945b-4e6d06392344,1,245.06,245.06,2025-11-01
03063be3-d08e-45d4-853f-b4929361d3a0,1,465.12,465.12,2025-02-09
030a910a-1d3e-4876-a2fd-523e7e7d4de8,1,458.75,458.75,2024-12-18
0311cfea-1cc8-400e-8e91-4d5af84f6a66,1,645.68,645.68,2023-04-14
03121f15-daeb-402e-ab0b-a5bcbeea2c9c,1,1859.36,1859.36,2024-02-25
031aa07c-fa0d-4017-a4d9-cbd8535d3c13,1,692.56,692.56,2024-01-27
032cd6b6-7bc9-462b-9630-04260414911f,1,732.64,732.64,2023-07-21
03305744-9ae4-46ba-8228-62c4b7ab7799,1,2022.60,2022.60,2024-05-31
033d66ef-63cb-42ec-99e3-e3edc91ec4ed,1,1080.70,1080.70,2025-08-31
034b6934-978c-4b44-bde3-2e62b95532ba,1,42.25,42.25,2025-06-17
0351dfd7-d2c3-4b9b-a49b-c6793509d895,1,630.00,630.00,2024-07-08
03532b25-9c2a-4723-a628-f1f6ae7f863a,1,1660.28,1660.28,2025-12-26
035f2b91-01d3-4a6f-a716-6f46a238059b,1,1642.92,1642.92,2025-10-10
036ec6cb-8941-469b-b559-d3c6565a2822,1,520.47,520.47,2023-01-28
03712fdc-37e9-4e45-a356-daad08d55da2,1,949.96,949.96,2024-09-06
03892003-62f1-427e-86e9-71d1307cc39d,1,398.23,398.23,2023-02-04
03b75c77-a4f1-41c0-94e6-30e8ecc5a85e,1,2317.65,2317.65,2024-02-03
03c700a3-510d-4323-88c8-a6d0b50cf05f,1,970.80,970.80,2024-06-22
03dbf2e1-7a02-4643-bf8a-57b07af627ec,1,1417.05,1417.05,2025-07-04
03df0c66-0cbb-4f92-b5a8-0e6d5b120acc,1,897.08,897.08,2025-02-25
03e278db-f774-4e24-a0f7-8fe3038b0c36,1,252.09,252.09,2025-12-30
03ed7585-6cd1-41f6-aa2f-de12f1901f5c,1,258.58,258.58,2025-01-20
0406ff44-7ce4-4679-a8c6-dbc07bb3447b,1,74.99,74.99,2023-07-26
040bb5f4-2d37-452e-9227-66ecd16d299c,1,902.98,902.98,2024-06-26
042281ad-29fa-4e52-a497-3135632b0366,1,55.99,55.99,2023-07-21
0424d38b-f0c0-4a8a-8143-78c24a30ccc0,1,1085.80,1085.80,2025-10-17
042a2952-adfe-44e5-8744-0006f10eb0ea,1,542.30,542.30,2024-12-23
04397a31-0270-42c4-aeb5-3c79282270dc,1,32.58,32.58,2024-12-25
044251db-d0d4-4a67-b992-8faa4cbf131d,1,114.15,114.15,2025-07-24
04515944-701f-4366-937b-f358b0ba2274,1,1869.30,1869.30,2025-02-19
045dbe94-2084-4acf-af90-3653de1c5838,1,592.45,592.45,2025-03-28
0474be6d-b6c9-467b-9a8b-831d002eac1e,1,428.39,428.39,2024-08-04
0480957c-dee9-4938-8e06-1675bc067c19,1,644.73,644.73,2023-07-14
0489ce3f-fd5e-49bf-8a3a-56f5dc9936a3,1,840.32,840.32,2023-06-09
049bf703-a6ff-4014-8b10-603231e97228,1,1083.00,1083.00,2023-09-07
04ba966f-809c-487c-bec6-0551a39e9671,1,1675.72,1675.72,2024-01-15
04badcf4-9000-42e3-9599-1dbf6609b9a1,1,1179.81,1179.81,2023-01-21
04d06df1-c98f-474c-bc2b-e5904103d5bc,1,1545.63,1545.63,2025-11-16
04ecab55-be5f-4178-8381-a8b15bbf99fc,1,71.28,71.28,2023-01-13
04ef166d-b00d-40bc-838e-13f48c7f34d9,1,589.00,589.00,2024-09-19
050d939a-5bac-4cbf-bda1-9f55de77bb21,1,609.91,609.91,2024-01-17
052011e3-b35d-450c-b972-39c3edaabee1,2,452.58,226.29,2023-04-06
0526c0b5-c34b-4818-a407-7814057689ef,1,1147.95,1147.95,2024-09-06
053b7268-4cce-46b8-8897-d45d7d6a8614,1,820.36,820.36,2024-09-04
05476e17-0f9b-4aca-8081-a70437c200e3,1,218.74,218.74,2024-01-23
0548bab7-ddaa-4b0a-a8d7-d9609a6c1b86,1,220.39,220.39,2024-07-09
054a7537-94f8-4d94-8217-a0b9a7e88bd4,1,2092.55,2092.55,2023-03-23
0551615c-3ce0-497d-9303-0508fc5c9f96,1,524.50,524.50,2023-09-07
05815e22-1dd2-49c1-8a2f-1f4fdf39c62e,1,662.03,662.03,2023-08-30
058ff66e-d5a3-4c5e-9cf0-53653c6e5ced,1,469.16,469.16,2023-01-07
05998b63-ccde-41d1-9947-5efc5e096fb6,1,248.12,248.12,2025-04-24
059b51a2-48c0-4edf-adf3-e9c2546953f0,1,1509.48,1509.48,2023-08-26
05c2f0ab-d84e-448f-b2fe-0ed89dffaff5,1,1417.17,1417.17,2023-12-12
05c3c7db-393e-48c0-bfc2-be8ad79efc66,1,1291.04,1291.04,2023-04-01
05c482d9-274f-4158-bca2-03c8a23306ae,1,596.36,596.36,2023-04-27
05d0e0f0-2bf1-46a9-b239-bf724c8e7200,1,44.67,44.67,2025-09-01
05d2f243-163f-4feb-90ad-834c2ae2fc62,1,934.25,934.25,2024-09-01
05dc0f1b-5cba-4958-baa9-6717cd7a9d15,1,1124.78,1124.78,2023-01-07
05e7dce3-ce1b-468b-b8af-6533b6bad5b9,1,418.80,418.80,2025-06-06
05eea3df-253d-4060-afbb-975d2018a48c,1,982.38,982.38,2024-08-29
060bde62-ab75-4d39-8515-f07a1ad7a950,1,476.56,476.56,2023-03-15
0614f2d6-9247-484f-ae2b-5c1b2daab8c1,1,592.83,592.83,2023-11-30
06339f7f-8ec4-4aab-aefb-4b37a50ee5e7,1,1757.76,1757.76,2025-11-04
06531d47-4867-4b30-b956-77318a4cfe1f,1,403.48,403.48,2025-05-18
0664a4a8-a539-45ec-a4f0-881df43b3e69,1,861.36,861.36,2024-04-01
0666de8b-033a-4d4a-ae67-4484aa8346f4,1,1363.47,1363.47,2024-05-17
066d7a74-a4ee-4dc1-b32e-3c1661af716b,1,178.00,178.00,2025-04-30
067965ab-61e5-48ca-9261-14b7142a6f47,1,119.56,119.56,2023-11-14
068ad005-6adf-4ab4-a127-7c0f02216a27,1,279.68,279.68,2025-09-25
06970811-8b49-475c-8cf5-a642bb09a475,1,228.06,228.06,2024-10-28
06af9d77-608f-4c52-b787-3d6e80b1405e,1,445.94,445.94,2024-09-05
06b81c8a-03f9-474d-885d-5d016a2062aa,1,293.83,293.83,2025-08-15
06edd6bb-26cb-450a-9350-1f5bcb34dc5e,1,248.25,248.25,2025-10-22
06ee9b2b-88a0-4769-b58b-f6823ead5bf5,1,960.37,960.37,2024-11-05
06ff421a-3c2b-4098-8445-b53d0155801a,1,1420.08,1420.08,2024-10-05
07246bba-02ae-4d0f-9b10-1bc744a1264c,1,1828.51,1828.51,2024-01-26
0725605b-b857-4bbe-87b2-8ec5bac316a5,1,182.88,182.88,2024-04-11
07256699-9e37-4e92-b1b8-b77b3012f305,1,837.92,837.92,2024-01-07
073780b9-63d6-4fba-b385-87b1cc98db3d,1,681.33,681.33,2024-01-02
073c2a57-4bb9-4842-bce4-5ab0541570fd,1,457.20,457.20,2024-06-06
074a1822-880d-49f0-be21-d20dc5a6e6fa,1,597.76,597.76,2023-06-08
074d3368-2cd4-48ad-a629-25b1c87940f2,1,132.59,132.59,2024-09-23
075f70e5-e35d-4789-abbd-4de64a95a3fe,1,1436.68,1436.68,2025-10-07
076451d3-275d-4459-92d3-6897d6442365,1,198.40,198.40,2025-04-19
0769ea1a-5028-430b-9131-3b94dcfae50b,1,53.23,53.23,2025-09-04
07813300-12ac-4acf-82dc-bca23d10afa3,1,129.74,129.74,2024-03-25
0784781d-2006-4fdb-96ee-251359d12415,1,1022.76,1022.76,2024-11-19
0791e8ca-bfc5-4a33-aecd-8622f82066f8,1,1046.35,1046.35,2023-10-13
079389d7-fbd2-46f1-883d-5bf6a856525c,1,196.32,196.32,2023-05-31
079526af-2af8-4ced-9aa5-a8f269df8506,1,469.85,469.85,2023-06-08
079b1b13-08a4-4364-8f46-b0e0aa8b967c,1,1257.64,1257.64,2024-12-17
07a0b6a5-0e43-4a9c-9f77-de197643f3af,1,1204.56,1204.56,2023-02-14
07a2a12a-2f67-4402-bde2-2ec3cf6244de,1,555.86,555.86,2025-10-09
07bf1bb8-8493-4b3d-820b-337c2be0881f,1,511.95,511.95,2025-04-22
07ca6efe-97ed-4478-bc57-3877d1b062a2,1,1279.34,1279.34,2025-05-30
07d0ea6f-d446-49b0-9c35-d662c70ad6a8,1,1643.31,1643.31,2024-06-11
07fb3bdd-9559-4433-8b30-0329f55c12c6,1,884.98,884.98,2025-01-15
07fb54db-e5ca-45ab-b1d9-4a04f780af43,1,1142.91,1142.91,2025-04-06
07fbcacd-f4a8-474c-b6db-c36c75c9a90b,1,625.86,625.86,2023-03-15
0803ad31-4e1e-4f3d-a910-22b80d60e364,1,1054.37,1054.37,2025-02-21
08046b1b-5476-456d-8b1b-c7b96e32838c,1,401.12,401.12,2023-02-25
080486d4-edf1-41e1-87a0-a8f918166ea6,1,2381.85,2381.85,2023-08-31
080c51e8-d70a-4047-afac-bced9e02347c,1,564.00,564.00,2023-07-08
080e09dd-2ff8-40d0-b534-dc34e68bea34,1,2082.20,2082.20,2023-04-09
0820fb59-b5a4-4895-ae93-eac81952d845,1,192.40,192.40,2024-08-14
082910c9-7984-444d-9ea4-788e1acd5c2a,1,231.90,231.90,2023-07-17
082e68db-b53c-41e1-8b2c-9e7295f6130c,1,1201.59,1201.59,2023-09-14
0840405a-ffd2-4491-9ff3-89aa4c36a70c,1,775.45,775.45,2023-08-31
08485159-6240-44e5-aa9d-ba8aea66cf46,1,1488.18,1488.18,2023-01-25
084ec551-b609-4146-a67a-a6887bca7185,1,25.56,25.56,2024-10-01
085bb952-ffe2-4804-ba09-904d012e2169,1,331.10,331.10,2025-07-17
0863c0d1-2cf5-45b8-9e26-696faec3f7be,1,1779.05,1779.05,2025-12-13
0865bc33-ebda-47b0-89f0-f54a83f5a437,1,824.80,824.80,2024-08-11
0872ac23-e5c8-49e1-bdfb-fe907025f888,1,1135.08,1135.08,2025-12-30
088d3d85-20a0-4362-959e-482b69b9ac48,1,250.90,250.90,2023-09-16
088debf8-e37b-459f-a59c-1c56d4109e50,1,1691.42,1691.42,2024-07-11
088f262c-f17e-4612-a580-66a3aa42d181,1,416.62,416.62,2023-06-04
08a8fbdc-522a-4bb1-9c24-c791ad07020c,1,1128.27,1128.27,2025-03-08
08ac88fd-ad39-4cc2-9449-cc2e1d4f3938,1,457.90,457.90,2025-01-22
08aec57e-4d05-4113-8d4f-9a2d55f16dbb,1,118.46,118.46,2025-10-22
08b6d455-3618-47a5-8bf3-695bc1d7f12a,1,957.82,957.82,2025-10-06
08b70425-8df0-4539-83be-7e55d55f9f3f,1,246.89,246.89,2024-09-28
08c252d6-9ce8-4e82-8e11-4e0d7e8eda3e,1,1119.57,1119.57,2023-06-17
08c7d13f-abac-4ff9-b5d9-b43e8d95dad6,1,515.64,515.64,2023-04-23
08d6bc5b-38a1-40ab-ac6d-830a1a6b64a6,1,7.80,7.80,2023-01-21
08dddb4e-a40a-4762-bc9f-211fee71bdec,1,228.45,228.45,2024-05-04
08e2aeb5-f154-441a-8083-ee007ed46135,1,379.98,379.98,2025-12-28
091235e6-5e1a-4ca1-8736-4fd77267d90e,1,76.93,76.93,2025-02-03
092385fe-23d3-4d22-b080-bed6bc3e34af,1,746.16,746.16,2024-05-14
092e9fab-2457-4251-89b6-7093d0fe42af,1,730.22,730.22,2025-08-15
0938d34d-d579-4650-a3fa-bde823fc8c44,1,410.89,410.89,2023-08-18
0958bcd3-231f-4920-ac7e-f40de1ae4953,1,408.35,408.35,2024-09-09
0971bee4-553d-4bba-aada-3e53e58b2476,1,362.70,362.70,2024-01-24
0973834e-2638-49df-aad0-267ed1437323,1,1238.92,1238.92,2025-04-08
0979f5d3-4a70-4330-bfc0-31368de6e6b3,1,910.55,910.55,2024-05-28
097a4e0b-54df-49a9-b136-a86560f34f17,1,169.89,169.89,2024-05-08
097b4bfe-fbd4-4390-945d-3345255b0697,1,400.14,400.14,2023-10-23
098108dd-4549-42ba-a79b-62cac29e32b0,1,1319.10,1319.10,2025-10-02
09833fe6-b74b-4f20-a590-cc4926e01052,1,245.40,245.40,2024-06-24
0985af3b-a920-4c94-a761-571be391927a,1,1605.48,1605.48,2023-03-14
09990aed-bc07-42d4-96b4-fac8001b2293,1,702.58,702.58,2025-09-15
09bc437e-bbd4-4cf8-9a12-1e70d0d19fc5,1,247.24,247.24,2025-09-24
09bd7a03-44ea-4da0-96e4-2b52845a91f2,1,452.03,452.03,2024-09-24
09c6e178-c277-4d4b-8bd3-0a9024ed5794,1,995.52,995.52,2025-02-26
09ca559b-a69e-4374-be78-da8c45cf9e32,1,1035.38,1035.38,2024-03-18
09dfd4cb-c345-4871-8e3c-f9737d1b51a9,1,544.20,544.20,2023-01-26
0a1030ab-5dc0-4438-939d-2ee85cb085e1,1,231.50,231.50,2023-06-01
0a1b9fdd-a37b-40eb-a75d-c3730b794deb,1,274.32,274.32,2024-10-03
0a2aa248-22db-40b5-b680-70be20b00f7c,1,415.58,415.58,2025-07-12
0a2f6639-cd5d-4a83-b6aa-e31f7dc980c0,1,389.02,389.02,2023-01-26
0a316b9e-76df-46d4-9925-1ad714b77c79,1,496.20,496.20,2024-11-10
0a44b229-af3b-4315-91f2-b01b93731894,1,708.93,708.93,2025-05-08
0a4e6244-3ead-4eb7-9b4e-f51b8ce6f491,1,375.04,375.04,2025-04-29
0a5c099e-ba95-480b-9c3f-b5aef9d13adf,1,622.73,622.73,2023-01-27
0a609a44-d558-4631-82b8-78440102c253,1,1206.30,1206.30,2024-05-28
0a803acd-3264-4fac-ad57-e1210fa8d98b,1,363.58,363.58,2025-08-06
0a8b8d55-7dc0-4b4d-acbc-eb79a3ea218d,1,1043.20,1043.20,2023-03-17
0a8ba317-1c4c-4e10-8c3a-7a07c2cffeb7,1,269.93,269.93,2023-03-28
0a8c53c6-dc66-42dd-bbfd-7fc9e07985cd,1,402.64,402.64,2024-09-19
0a8e7c78-06a9-4518-bc7a-dd932b48dcbd,1,679.18,679.18,2025-02-16
0a966abc-4b53-4cbc-9430-4757b1def117,1,434.62,434.62,2023-06-09
0a9e10d3-626b-4a8a-bc81-8c96a916f073,1,1154.25,1154.25,2025-10-24
0a9f2fe2-6a12-4e3d-92c1-dabb549e011f,1,2158.65,2158.65,2023-05-02
0ab52ae0-9df2-4506-b198-01c460d41be7,1,689.36,689.36,2023-01-14
0abdbcd1-782c-4fec-9e5d-78a1c5bdb495,1,1004.04,1004.04,2025-06-27
0ac22c6b-4975-4aad-a6ad-60be72c0b8a9,1,682.08,682.08,2023-10-31
0ae5f9ad-d193-4f51-89fc-5c3ef60ef290,1,543.15,543.15,2025-01-20
0af0d8c5-2ca1-408f-86ba-74aff76c3054,1,671.41,671.41,2023-11-17
0af9293b-07d2-41ac-ac23-07b672b0d47f,1,167.67,167.67,2024-11-30
0b05cde0-b4eb-4ab8-9990-e0470a671617,1,739.10,739.10,2023-02-14
0b2833f5-150e-48e2-96f0-415038855fa2,1,413.40,413.40,2025-10-17
0b3b81a9-ddd6-42a8-a925-f2d53b36c46e,1,161.83,161.83,2025-01-05
0b3cda99-dbfd-49cb-b1cd-be14c60b447c,1,2393.45,2393.45,2025-07-11
0b434138-e0ec-48f1-8641-262e605a0d9b,1,2012.72,2012.72,2023-05-31
0b45cb04-e5bc-49c0-93a6-9684036599fc,1,1251.76,1251.76,2023-09-30
0b4e93d5-10a4-463c-9096-217bc40c5197,1,536.21,536.21,2023-02-15
0b52b035-0882-43de-ae70-57639d65bc54,1,110.77,110.77,2025-02-05
0b9a988e-e8e3-4b61-9871-d0cb18162e98,1,463.46,463.46,2024-03-14
0bb6d8c8-cd51-4ef4-965b-66a0acfd3dc1,1,1658.00,1658.00,2024-09-09
0bb8ca85-c64e-45d7-b6bb-954ce888b983,1,902.12,902.12,2025-12-29
0bb9c606-5320-46af-beb0-b8d1e3e7e32d,1,515.05,515.05,2025-06-29
0bdedc07-a969-44f6-9d21-fc63fef6cdbc,1,1249.52,1249.52,2024-03-24
0c0833f2-7099-4082-8c48-a342f8a35ed8,1,585.93,585.93,2023-11-04
0c17c124-3ba4-480b-b83d-bd0384b90ded,1,279.22,279.22,2023-07-14
0c32f071-cc44-454c-8af7-b7c843b8953f,1,598.50,598.50,2023-04-22
0c3dbeee-e6f5-47a9-be27-21cdd79b37a1,1,408.03,408.03,2025-12-25
0c4869e6-2a3f-4c5d-ab99-5277081a2b0b,1,345.93,345.93,2025-01-09
0c4f8074-99ee-4c17-95ed-a3643a8cefa3,1,567.34,567.34,2024-08-26
0c5b672d-6274-4e7b-8e2e-af6fe2622ebf,1,379.35,379.35,2025-03-16
0c81f9b0-4e25-4c38-a5b9-1de231d6241c,1,331.13,331.13,2025-02-01
0c87ed1b-318b-4799-8a65-f3c664cba971,1,1247.66,1247.66,2024-12-16
0cbb5bb9-3a79-4543-8340-52fa2a291267,1,262.76,262.76,2024-04-08
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,1,422.46,422.46,2025-08-16
0cc244a5-b893-40a0-87d3-8350a061450c,1,170.31,170.31,2023-08-08
0ccf46c4-87a5-482d-aa1f-57a2753dd996,1,491.84,491.84,2023-01-08
0cd19e0c-5dfa-4933-b5d2-fda97d57d424,1,792.99,792.99,2023-03-13
0cdbcdeb-e614-4c07-9bd3-b40e5f30fc19,1,1608.44,1608.44,2023-12-16
0ce46ae9-fa69-4b6a-be9b-d61a7eccae1a,1,1123.60,1123.60,2024-12-17
0ce87570-b4d6-43e6-9aa9-0d26ab636d66,1,453.76,453.76,2024-01-21
0cf3399f-fb8a-4051-9e91-6d024ee78225,1,686.25,686.25,2023-10-11
0cfcef2e-ad5c-4886-a9cb-02abab5712fd,1,745.56,745.56,2025-12-18
0d0151d0-17a0-4e72-8597-9c34c1148050,1,1923.89,1923.89,2024-06-20
0d075dfb-acfa-4825-b3ff-886f49fe4a5d,1,1206.09,1206.09,2024-11-13
0d19955e-e696-4c67-a786-de64f92ec2bc,1,258.01,258.01,2025-06-15
0d3f0a6f-a354-4e98-8f37-349218f6b88a,1,1263.26,1263.26,2024-02-02
0d4ae279-93e6-452f-b59a-183a3662dd98,1,386.24,386.24,2024-07-11
0d4ef107-fe4f-4280-bb2f-da7528c74b47,1,906.24,906.24,2025-03-08
0d58848d-7ff1-4f79-801f-5785007e82d6,1,359.76,359.76,2023-06-03
0d5beaa4-d4ad-4452-a63b-6095e927b8d7,1,193.70,193.70,2025-12-26
0d69a521-d4a1-49fb-b777-1615333afce8,1,781.38,781.38,2023-09-11
0d6f79f8-5871-478c-ace9-aeeb25fb9e58,1,465.44,465.44,2023-05-27
0daf3372-5405-40ca-9291-a86873b6311f,1,1432.15,1432.15,2023-01-13
0dbcdf75-5802-440d-9a42-6243c4541fce,1,1056.16,1056.16,2023-09-17
0dd18a6d-63a8-47b1-8532-50d5c30447e5,1,2168.50,2168.50,2023-01-06
0ddb0654-ce19-4f51-9da8-b3919494065d,1,1165.68,1165.68,2024-04-06
0ddfe216-9c19-43c6-9c01-c20e9fd839c6,1,64.16,64.16,2024-02-07
0de8ef01-ce23-47d9-8676-192b0d891a90,1,156.85,156.85,2023-11-05
0df665b9-8f25-48a2-8415-9d77e0ca81c0,1,1222.40,1222.40,2023-04-07
0df810bb-d6bf-49cf-87f7-1ea56c5d8317,1,1058.76,1058.76,2024-08-18
0e034580-0890-496f-b526-16f4f98e7156,1,93.45,93.45,2023-05-27
0e0ec958-9ba3-448c-9018-11cb4544d03e,1,665.28,665.28,2024-12-18
0e160c98-9160-4621-b58a-3243898a5e18,1,502.90,502.90,2023-06-30
0e3aa1ab-9186-4913-8487-7863394b9142,1,537.79,537.79,2024-08-01
0e51dca6-5378-4b7c-8ac8-d16e6b8e51fd,1,108.85,108.85,2025-07-06
0e547ab0-4025-47a2-9b30-2d962fb61158,1,1266.44,1266.44,2023-05-06
0e7fb5b9-0b51-40e7-9c4f-1c5d4089da57,1,285.60,285.60,2023-11-20
0e822240-561d-4ba7-97b1-b0eea413fba2,1,609.00,609.00,2024-09-04
0e8d1a7c-c377-4128-9cdf-049904c70352,1,429.92,429.92,2025-07-10
0e97838b-8bc9-441d-b16b-ebca6ff151f8,1,743.62,743.62,2025-03-08
0e98eec5-b438-416e-89b5-b54bd1c33bf8,1,1271.01,1271.01,2024-11-27
0eba908d-d7cc-48c1-bd1a-e74938ab106d,1,619.05,619.05,2024-01-05
0eca3630-7342-44e1-a957-a9dd5258e6d8,1,474.13,474.13,2024-10-07
0ecb845e-7d32-4d96-8ba4-475b68532e2e,1,1293.93,1293.93,2023-04-03
0ed4f4ff-2215-46f5-b4ae-db9480da5399,1,1098.00,1098.00,2024-04-16
0edb81d9-bd7d-4801-b0a9-bb6a6e4bf20b,1,149.24,149.24,2025-07-01
0eee21c3-89a9-421c-a29a-a1476c62487f,1,138.55,138.55,2025-11-19
0f043e7d-c3b7-4478-9566-18494d053204,1,1647.16,1647.16,2024-01-10
0f06bebb-ef84-4030-ab3a-2ad22ed6cc0e,1,354.65,354.65,2025-03-27
0f3089e8-2ff2-4e9d-bd20-647eee97201d,1,572.06,572.06,2023-04-07
0f34bd08-8e10-43c7-8b4b-af231c4dacfd,1,355.07,355.07,2025-11-20
0f45171e-3442-4c5f-85d0-6c9744bcaba5,1,264.92,264.92,2024-02-03
0f52f32b-c3b0-49e4-be9f-8c8f7c4de6d7,1,1069.95,1069.95,2023-06-14
0f61e087-ff3e-4e49-8347-64ad6d04722f,1,100.20,100.20,2024-11-04
0f65a0b5-80f2-4e10-8ab5-34ca8c8a9e48,1,1263.22,1263.22,2023-03-28
0f89a187-98de-49d7-b6ef-8aea6a1f13bc,1,2298.45,2298.45,2023-09-23
0f8e3a49-03e4-49e9-98fe-45de76c3281c,1,999.55,999.55,2025-03-04
0f92b3fb-081d-45b6-a224-81801d4ac6f9,1,706.34,706.34,2023-12-12
0f953c6a-edab-48b8-84f6-684bc3121a5c,1,872.64,872.64,2023-12-28
0f99da3d-81d4-4384-a606-a2a326baa9cf,1,822.12,822.12,2024-07-23
0fcb5b52-1da8-475e-a666-63a04ecad402,1,123.25,123.25,2023-10-01
0fd2f509-3bd2-41ec-916e-a6f1114f0eab,1,846.35,846.35,2025-10-21
0fdd5a78-2a51-4622-b08e-4c269e4c21c2,1,27.68,27.68,2023-12-30
0fe21064-f94a-4290-afb2-5b78c9627d7c,1,858.91,858.91,2023-06-08
