order_id,order_date,customer_id,product_category,region,quantity,unit_price,discount,payment_method,delivery_days,customer_rating,revenue
65400,2024-04-01,c97cd72c-7dec-4bb9-be5a-f91f9f869477,Beauty,Oceania,2,129.07,0.05,PayPal,2.0,3.1,245.23
24785,2024-10-23,4ea2cd73-3ac3-43dc-8823-10ddf450be54,Fashion,Asia,1,207.5,0.0,BankTransfer,9.0,3.9,207.5
80846,2025-10-14,2c0775b6-678a-4b0c-acf3-3b77770906d6,,Oceania,1,210.95,0.0,BankTransfer,7.0,4.0,210.95
26704,2024-05-03,59178b75-96f7-4674-b702-f5539792cb50,Electronics,Africa,4,109.09,0.05,BankTransfer,8.0,5.0,414.54
86111,2025-09-29,e6660b2a-491c-4778-9aa1-df0ba1961801,Sports,Asia,3,61.52,0.1,PayPal,6.0,3.8,166.1
14255,2023-06-24,896f73b4-2cf4-436a-8f66-cb36c2dcaebe,Home,Europe,4,315.51,0.0,Cash,,4.0,1262.04
18554,2025-10-22,08aec57e-4d05-4113-8d4f-9a2d55f16dbb,Home,Oceania,2,59.23,0.0,CreditCard,8.0,3.7,118.46
10964,2023-11-21,8cc81670-d3a7-49d3-a7ad-3af12aeaff2e,Beauty,North America,2,97.065,0.0,Cash,1.0,2.2,194.13
52659,2023-01-16,25fb247c-9ebc-49fd-a760-9c775074f4b4,Toys,Oceania,1,118.03,0.1,CreditCard,2.0,3.1,106.23
35987,2024-02-25,6f3c9ce8-6806-4e9b-822c-6ecd90af00eb,Beauty,Africa,5,304.37,0.0,Cash,1.0,3.6,1521.85
86904,2023-08-12,9eb5f3b7-1a9e-4e79-8b79-cd1cba7f3ed0,Toys,Oceania,5,217.84,0.0,PayPal,8.0,3.5,1089.2
10982,2024-11-02,d98d214f-c2ab-4876-b71b-d82d635589f4,Beauty,Europe,3,239.013,0.1,CreditCard,5.0,2.3,645.34
49220,2024-07-02,76c5a26b-f773-424d-b09a-0e972eb14567,Automotive,Asia,4,24.88,0.15,Cash,2.0,3.6,84.59
38622,2025-03-24,b45c6169-4cad-49bd-b688-b0df3bbd390f,Home,Asia,2,466.99,,PayPal,4.0,2.5,747.18
72927,2025-06-29,51df0ae7-eccf-4bc3-bc47-16594dca33f1,Fashion,Europe,3,400.02,0.05,PayPal,7.0,2.2,1140.06
23121,2024-04-04,41e7e487-35a9-4ca8-8698-e317ad0c054e,Electronics,North America,3,398.72,0.1,BankTransfer,1.0,4.5,1076.54
52540,2025-08-15,854d0ab3-d156-4466-90a3-ef352f6f4900,Fashion,Asia,4,339.86,0.1,Cash,7.0,2.8,1223.5
24934,2023-06-24,843f9044-7120-4cf5-a2ad-1645ea223f8a,Fashion,Africa,3,271.58,0.0,BankTransfer,2.0,4.1,814.74
64112,2024-01-12,f6f5552d-266e-4626-9723-559884bd25ec,Toys,South America,1,,0.0,BankTransfer,8.0,4.2,133.51
54404,2024-10-12,e59a2d7a-4f03-4a3d-b5b3-706b0993f014,Fashion,Europe,1,81.57,0.0,BankTransfer,7.0,3.2,81.57
58983,2025-07-28,eaf8905d-0224-42aa-b547-912483e56206,Electronics,North America,3,168.15,0.0,PayPal,4.0,3.2,504.45
42658,2025-07-05,ca55e73a-c6b4-4e50-97f8-c158e029d0cf,Toys,South America,1,110.36,0.1,CreditCard,8.0,3.9,99.32
63607,2024-09-11,f03cf8e4-f42f-4ca3-9d19-b3a47a453fdb,Toys,Oceania,4,89.2,0.0,Cash,9.0,2.0,356.8
69619,2023-10-29,b1fcaed0-e805-4b3f-b6b2-81717ade2a67,Home,Africa,2,407.6,0.1,Cash,9.0,4.8,733.68
21185,2025-01-12,9425b29d-c400-4d41-a50d-01b21a6b6aaf,Fashion,North America,3,20.24,0.05,BankTransfer,8.0,2.9,57.68
89409,2024-11-12,e6d894b2-7756-4837-8e6f-c50fa7cef6a3,Home,Africa,6,,0.0,Cash,4.0,5.0,1642.46
7096,2024-07-17,a3593aec-d5d1-4ae2-8940-e0fa08509d96,Sports,Oceania,1,348.05,0.0,PayPal,9.0,2.7,348.05
65645,2025-09-10,804f686a-0468-45ab-8c70-c4598a56b467,Automotive,Asia,5,478.48,0.2,Cash,3.0,2.3,1913.92
12525,2025-10-12,f62f7486-bfb6-4261-b70c-a09a809c2262,Home,Asia,2,286.34,0.05,PayPal,8.0,2.5,544.05
87375,2025-02-06,c0c06ac2-1e81-4c83-aad1-09be7b5cf2e3,Beauty,Europe,5,213.73,0.0,CreditCard,3.0,4.6,1068.65
46728,2025-12-27,b14c2bff-f49a-4bc0-9974-62eeff2bc91f,Automotive,,4,461.03,0.2,BankTransfer,9.0,2.3,1475.3
11119,2023-07-14,4340d816-e17c-4533-99ce-8b2660293a67,Automotive,Oceania,1,71.13,0.1,BankTransfer,1.0,4.7,64.02
5639,2023-09-20,11e12ee9-f664-42b9-b8d8-061976538a69,Toys,South America,4,42.09,0.0,Cash,8.0,3.1,168.36
38125,2024-10-16,88a97690-f9fd-4346-9578-e79e8c7f399a,Toys,Asia,2,457.32,0.1,BankTransfer,8.0,3.0,823.18
51277,2025-10-13,a5b3eea7-4806-4252-a9d0-7012e61f1a84,Automotive,South America,3,446.15,0.0,Cash,5.0,3.3,1338.45
16241,2023-11-29,c10e07c1-bf8e-4640-be8d-544af23c3d37,Electronics,Asia,6,295.281,0.0,CreditCard,4.0,4.5,1771.69
1350,2023-07-30,c5f8e2f8-414f-4994-a845-77805e20c957,Fashion,South America,5,436.13,0.1,CreditCard,8.0,3.6,1962.58
81036,2023-04-16,5bef0090-f7a4-4b26-a0af-24d31baf93b2,Home,Asia,5,59.65,0.0,CreditCard,9.0,2.4,298.25
99034,2025-12-24,c65dbe7c-afd7-47a8-adcf-cef50c0cbedc,Beauty,North America,5,96.17,0.15,PayPal,3.0,4.8,408.72
22934,2024-05-26,bea2ceca-a7bd-4535-ae90-4535ed4d303c,Electronics,North America,4,460.5,0.05,PayPal,2.0,3.8,1749.9
67151,2024-04-15,e8ad9302-5842-4418-b9d3-4ac5c5425acd,Fashion,Oceania,3,363.91,0.0,PayPal,9.0,2.9,1091.73
8543,2024-07-10,558c7208-283c-47ec-98b4-f757d91ade99,Automotive,South America,3,90.89,0.0,BankTransfer,2.0,2.5,272.67
66387,2025-08-08,a40ef7f3-80f1-4e15-909a-b03d489cfaa8,Sports,Asia,4,468.54,0.2,CreditCard,4.0,2.6,1499.33
77145,2024-01-21,006c386b-a1a1-44d8-8402-483c95f14a8a,Sports,South America,1,464.22,0.2,PayPal,3.0,2.6,371.38
2030,2024-09-17,3ad24ac8-bf70-4042-9e7c-6795a8c6c2df,Sports,North America,3,391.84,,BankTransfer,2.0,3.7,1175.52
44834,2025-03-27,e2ee9666-4b79-40c2-955e-d53e76f6f68a,Toys,South America,5,240.43,0.0,Cash,3.0,2.7,1202.15
65308,2024-12-15,32ab5afb-d127-469a-904f-892144fa6821,Fashion,Europe,4,97.89,0.15,BankTransfer,9.0,2.5,332.83
30126,2024-10-24,4cd3e7a8-2b54-4062-8db1-499ad97f02b4,Sports,South America,1,467.3,0.1,PayPal,6.0,3.1,420.57
44992,2023-11-15,a3d83d8b-8882-48a7-a91b-e0c61f1352ea,Beauty,Oceania,4,195.066,0.05,PayPal,9.0,2.7,741.25
8570,2024-09-26,2fa227c3-dc57-44da-90ca-beebdb721b14,Home,Africa,2,251.86,0.1,PayPal,7.0,3.0,453.35
26051,2024-06-05,b59f3eec-1552-4035-99d5-0ca1fc821162,Home,Europe,2,329.95,0.1,Cash,6.0,4.9,593.91
6152,2023-10-23,677c25b0-6d23-4155-a057-c558f1ba308e,Beauty,North America,3,42.62,0.0,Cash,7.0,3.1,127.86
39332,2023-11-28,39e44780-2ca6-435b-b9a9-44eb645e065b,Toys,North America,2,165.924,0.0,Cash,6.0,4.1,331.85
68941,2023-05-14,284a06f4-3a47-40fb-a2ad-bd4e9d3e13ab,Toys,Africa,5,35.66,0.0,CreditCard,2.0,3.1,178.3
69326,2025-04-20,5a4af4d5-7301-4dd9-9fa8-133302a6bcf9,Sports,Asia,5,346.98,0.15,BankTransfer,9.0,4.9,1474.66
99395,2025-03-18,dc0eef8c-14e3-418f-a1d7-e25514b28960,Toys,Oceania,2,471.28,0.0,Cash,4.0,4.6,942.56
34293,2024-09-04,053b7268-4cce-46b8-8897-d45d7d6a8614,Fashion,Oceania,3,321.71,0.15,PayPal,7.0,4.0,820.36
13558,2023-02-15,6d377252-2af6-42d8-b961-b8ce0454f5a1,Home,North America,3,157.77,0.0,PayPal,5.0,4.6,473.31
33916,2025-01-19,8623f5ac-37b9-4d6e-809d-cfae021ac68a,Electronics,Oceania,5,436.12,0.05,CreditCard,1.0,2.1,2071.57
41094,2025-02-01,62d0bb77-eb8e-4f1c-a3d5-714f67798762,Home,South America,2,110.16,0.0,PayPal,1.0,3.2,220.32
70585,2025-05-21,959e6da9-7308-4aaf-ad94-4a338d864e0a,Toys,South America,1,150.01,0.1,PayPal,5.0,2.2,135.01
62362,2025-12-21,fd43f429-7064-414b-8dc5-47c1f409ca34,Fashion,North America,4,88.99,0.0,Cash,3.0,3.1,355.96
18568,2023-12-12,5340cb95-5ce1-44e7-8ded-3f772a2c974c,Sports,South America,3,200.54,0.0,CreditCard,9.0,,601.62
17973,2023-03-08,f9dafc66-3d60-40c4-915a-2848e3b41fe7,Toys,South America,1,383.71,0.05,Cash,2.0,2.9,364.52
34285,2025-04-03,d514e24d-6617-4495-931a-b4fad0409d28,Home,Europe,3,442.3,0.0,BankTransfer,6.0,4.8,1326.9
10531,2025-08-03,da0e862a-4b3e-4d2a-8f74-15e82f10b1cb,Home,North America,5,211.99,0.0,CreditCard,5.0,3.8,1059.95
88791,2023-03-24,1fa56d46-bb39-4d05-a63e-642d33eae04d,Beauty,North America,1,356.13,0.05,BankTransfer,8.0,2.5,338.32
11584,2023-10-30,4202c418-b6ae-4b91-890e-2e44f6e5a7b1,Fashion,South America,2,173.63,0.1,PayPal,9.0,4.7,312.53
42538,2025-09-20,65b410b8-63ed-49fd-85e4-96b4d4da6c84,Automotive,South America,4,480.65,0.0,CreditCard,7.0,3.6,1922.6
7843,2023-12-10,21737acd-3e37-47dc-84d9-92ecea3c2de7,Sports,Oceania,4,23.86,0.0,BankTransfer,3.0,2.7,95.44
27048,2025-08-26,d18137e6-f3cd-44ab-84a4-559576597666,Beauty,Asia,1,205.26,0.0,PayPal,4.0,4.0,205.26
6805,2023-12-20,5c098a5c-585d-4d17-9258-14d9638cf9e3,Sports,Asia,5,269.96,0.0,PayPal,8.0,3.6,1349.8
83454,2024-02-28,4d4f5196-0e1c-4359-b786-a183590df613,Beauty,North America,3,350.42,0.1,PayPal,3.0,4.4,946.13
90832,2025-02-22,458a13df-0ade-4275-be2b-3ce2a13ff68d,Toys,Asia,1,15.5,0.05,PayPal,6.0,4.6,14.72
96937,2024-04-09,36245ed3-f0c8-4c82-aea9-e82893df2e42,Sports,South America,4,227.7,0.0,Cash,9.0,4.0,910.8
8778,2024-11-05,6ce87f51-1eb2-4170-b1e2-d719f2034fe7,Toys,Africa,4,228.078,0.0,CreditCard,4.0,2.5,912.31
17498,2024-12-14,a17c6143-3b56-4170-b587-2e50c21e65ac,Sports,Africa,5,374.13,0.0,BankTransfer,7.0,3.8,1870.65
28178,2024-08-17,645ebe9b-1a33-4b77-8d8d-044e22761bbc,Beauty,Asia,4,424.44,0.05,BankTransfer,4.0,3.5,1612.87
95009,2023-03-15,02b262e9-f33c-4490-a333-291a5f7a3ac4,Beauty,Asia,4,402.62,0.1,BankTransfer,3.0,2.2,1449.43
34790,2025-04-18,d0cab89c-9e3e-456a-bf2e-e58ccf164ed5,Sports,Oceania,2,173.48,0.0,CreditCard,4.0,4.3,346.96
32411,2023-12-02,acd02d93-069f-476f-85fa-87c84e00af93,Toys,South America,1,17.62,0.0,Cash,5.0,5.0,17.62
11667,2023-01-06,ea7dbecd-e06f-40d4-af53-5f89e401ce0f,Sports,North America,3,372.97,0.0,Cash,9.0,4.7,1118.91
61128,2025-11-08,835e0883-94bb-414c-86d2-eecbb3b2bcd9,Fashion,Oceania,4,102.618,0.0,CreditCard,1.0,2.6,410.47
96992,2024-03-19,874f113f-7641-449e-a7fa-08000f2b9331,Beauty,North America,1,91.6,0.1,BankTransfer,6.0,2.6,82.44
94883,2025-06-18,3ae9e50d-3723-49df-91c3-5e9b84aff003,Beauty,Africa,1,191.01,0.05,BankTransfer,4.0,4.1,181.46
48542,2024-04-10,3ea37412-ec25-4199-9478-476f2412c3fb,Beauty,Oceania,4,54.11,0.05,PayPal,6.0,2.4,205.62
87380,2023-11-25,9d58b4b6-2455-47cd-b465-f27c0bd174a7,Toys,Africa,4,139.383,0.0,CreditCard,7.0,3.0,557.53
77931,2025-11-18,3150efaa-3c1c-4f2b-b3b0-daab2f4dd672,Toys,Asia,2,338.751,0.0,Cash,6.0,2.0,677.5
50452,2024-08-28,e67ab6ed-d263-469f-bc6f-dd48a0095a5e,Electronics,Asia,1,295.47,0.15,CreditCard,5.0,2.5,251.15
13465,2025-02-11,b6c02711-f941-4aad-b10f-71f57de14528,Automotive,Europe,3,429.43,0.05,Cash,4.0,2.2,1223.88
5277,2025-01-09,13974770-15bd-48ba-9caa-f6a5451ea1db,Electronics,South America,3,486.83,0.05,BankTransfer,2.0,3.9,1387.47
64259,2023-10-16,b307dfea-7ed4-4fb5-af22-700befaae2e7,Toys,Africa,5,122.97,0.1,Cash,1.0,2.7,553.36
47993,2025-03-08,0e97838b-8bc9-441d-b16b-ebca6ff151f8,Toys,Africa,4,195.69,0.05,BankTransfer,7.0,4.4,743.62
26893,2025-10-05,f57e6f5d-00e9-4548-b178-0a92e6eeba72,Electronics,Africa,4,367.43,0.0,CreditCard,7.0,3.8,1469.72
10103,2024-09-01,44fbb5b9-c9e5-4194-b746-682ad4e73adb,Beauty,Africa,3,126.49,0.0,BankTransfer,1.0,3.5,379.47
27954,2023-06-14,64423d22-ea7f-4808-98f0-2579631e2e41,Beauty,Europe,2,127.7,0.0,BankTransfer,5.0,4.7,255.4
27773,2024-08-26,558d4025-1c23-4b67-9b4c-4ff965d0654d,Sports,Asia,4,117.84,0.0,BankTransfer,4.0,3.2,471.36
62597,2024-09-23,e86f8bd4-cda0-4cab-aa90-c9c8cddb8f2d,Toys,Asia,4,32.65,0.1,Cash,3.0,3.3,117.54
16350,2024-01-07,9ffcbc21-34ce-42e9-aebc-473945dd4421,Sports,Oceania,3,111.98,0.0,PayPal,8.0,4.3,335.94
34036,2025-09-13,ca5dc9bf-05a9-46d6-aa51-ec9cdfbf05af,Electronics,Africa,3,127.56,0.05,Cash,5.0,4.0,363.55
5712,2024-01-17,e1b33498-8974-4baf-9928-3cfc76da7bc3,Toys,Europe,1,49.43,0.0,CreditCard,5.0,4.1,49.43
22224,2025-11-17,5e43c7b5-0d3f-44c1-a745-821a1521dfb4,Electronics,Africa,4,383.7240000000001,0.15,BankTransfer,2.0,3.9,1304.66
50563,2024-08-22,9041d892-cd46-43c8-b761-1b4cc590b4d6,Sports,North America,1,285.99,0.1,BankTransfer,9.0,,257.39
68549,2024-03-08,5a623db5-d96a-4d11-9d3a-59e624db200e,Fashion,Asia,5,86.6,0.0,Cash,1.0,5.0,433.0
59187,2023-06-13,e44ea92e-6e7f-4639-b4f7-5fef740d6899,Fashion,Africa,3,276.51,0.05,BankTransfer,6.0,2.9,788.05
23415,2025-09-28,982adac8-006a-4215-8d31-83764ac436fa,Beauty,Asia,4,274.09,0.0,PayPal,3.0,4.3,1096.36
25972,2024-06-15,92dddc04-d376-409d-bae7-96df8780141a,Electronics,North America,1,406.67,0.0,CreditCard,3.0,2.3,406.67
64013,2024-11-05,06ee9b2b-88a0-4769-b58b-f6823ead5bf5,Toys,South America,4,240.093,0.0,Cash,5.0,3.9,960.37
91341,2024-12-23,c2ab2d0c-656b-4797-9a3e-4acd04efed60,Fashion,Africa,1,378.67,0.0,CreditCard,3.0,2.4,378.67
84035,2025-05-24,ceab62ec-8577-46fd-b58d-0e15211eac54,Sports,South America,3,271.47,0.15,BankTransfer,6.0,4.2,692.25
23035,2023-07-04,e05cc03e-16fd-4f59-904a-f9e74b5e5448,Fashion,Africa,3,239.05,0.0,Cash,5.0,4.7,717.15
54581,2023-12-08,b438d027-9a96-4aa2-840e-a393390ba9cf,Fashion,Africa,3,153.14,0.0,Cash,1.0,2.9,459.42
74909,2025-07-12,439c2a05-5e92-42ac-a2a7-6a80a45c0645,Sports,Asia,1,433.97,0.05,CreditCard,7.0,3.5,412.27
62804,2024-05-27,aaf808c8-a352-4b48-aa9a-142e3b122f50,Home,North America,5,150.82,0.1,BankTransfer,8.0,2.7,678.69
47812,2024-09-10,ebd2a60e-b7e0-4c29-a555-3d490a8021c8,Toys,South America,3,318.68,0.0,Cash,7.0,2.6,956.04
22197,2023-02-14,553fc35f-d7e8-4bba-8816-4097486689cd,Toys,South America,5,374.51,0.0,BankTransfer,5.0,4.2,1872.55
24711,2024-10-10,2c554bf4-0ce4-4d06-a427-480070651d67,Beauty,North America,4,68.09,0.2,Cash,9.0,4.3,217.89
29475,2023-12-01,7f104948-e583-43cd-afc9-fada11497919,Sports,Oceania,3,332.99,0.15,PayPal,3.0,4.0,849.12
85542,2023-06-14,c248c7be-cfa1-444f-ba41-c36cb3c6544f,Beauty,Africa,2,271.64,0.0,,9.0,4.0,543.28
2361,2025-02-04,e7f2418a-953f-4fd4-a069-4b6d04b51c12,Home,Oceania,5,183.74,0.05,Cash,1.0,2.6,872.76
82406,2023-09-28,9a8aa879-d49e-4a1f-8deb-c1980add7ac9,Sports,Asia,3,371.24,0.0,PayPal,4.0,4.4,1113.72
77075,2024-08-24,489ea94d-9490-446e-a089-25aa12cc116a,Fashion,South America,2,167.77,0.0,CreditCard,3.0,2.5,335.54
71202,2023-08-06,d2194c6f-86f4-432a-9bf7-e0d6fcdcf0fa,Electronics,South America,5,438.61,0.1,,8.0,2.4,1973.74
266,2024-04-25,1d48a071-ab61-47b1-b93b-4c3220500494,Toys,Europe,2,117.5,0.05,BankTransfer,8.0,4.0,223.25
39983,2025-09-15,09990aed-bc07-42d4-96b4-fac8001b2293,Automotive,Oceania,4,206.64,0.15,PayPal,6.0,2.9,702.58
4194,2024-11-21,51683612-2bb6-4a4e-8c47-5261e585a0a5,Sports,Oceania,2,437.625,0.0,PayPal,7.0,4.4,875.25
95268,2025-07-17,53a1a9a8-b3d3-4437-a918-53bf23db8f35,Fashion,South America,4,452.73,0.0,BankTransfer,8.0,5.0,1810.92
77478,2025-08-30,65f08334-cae9-418a-aef4-4bdc1b4d4def,Sports,Africa,5,203.08,0.1,CreditCard,4.0,2.1,913.86
47494,2023-08-07,95322664-6f92-4f36-9761-1f80c9e28644,Beauty,Africa,2,220.91,0.15,BankTransfer,6.0,3.2,375.55
83740,2024-08-27,8ff84ec9-1564-4dfb-8b94-fea7ff7021c6,Electronics,South America,1,23.3,0.0,CreditCard,4.0,3.4,23.3
60016,2023-09-03,730a006c-308c-4971-a8ca-f7957721f50f,Home,South America,5,444.97,0.0,CreditCard,4.0,4.3,2224.85
65982,2025-03-30,9db5d7d6-4558-4148-8a83-c300525d2dc4,Fashion,Europe,5,10.33,0.05,CreditCard,4.0,3.7,49.07
94115,2024-09-25,1576f6a8-8112-41dd-b10a-cc2a7e61996c,Fashion,Asia,4,216.88,0.0,BankTransfer,8.0,4.2,867.52
27870,2024-01-21,c194c25a-1136-4096-8881-c5fdd015e5cb,Sports,Oceania,4,454.66,0.1,BankTransfer,2.0,2.3,1636.78
65352,2023-09-11,d5e2e854-b935-46d8-afb2-de39ff72b56b,Beauty,Africa,5,17.86,0.0,CreditCard,7.0,4.2,89.3
96940,2023-09-22,2b42a9a1-5108-4be9-b76b-ae497a7bf23f,Home,Oceania,1,296.82,0.05,CreditCard,9.0,3.8,281.98
27791,2025-07-11,0b3cda99-dbfd-49cb-b1cd-be14c60b447c,Electronics,Europe,5,478.69,0.0,PayPal,6.0,2.7,2393.45
41296,2024-03-02,930efd99-a5cf-4a04-a7b1-f7145d3f02a4,Sports,South America,1,395.92,0.0,BankTransfer,6.0,3.1,395.92
29223,2025-04-03,3e4ba347-64a6-4efa-a9f0-0431366c817b,Sports,Oceania,4,301.59,0.0,Cash,4.0,4.5,1206.36
77691,2023-03-29,1fc5e6ef-c7bf-4d89-b050-1385c0c421e7,Fashion,Africa,2,236.38,0.0,BankTransfer,9.0,3.7,472.76
85792,2023-10-20,4f2057eb-1f51-4c2e-8ade-6f7fd220d426,Sports,Oceania,3,323.99,0.0,Cash,1.0,3.4,971.97
44970,2023-08-23,18745d8d-749e-4d5a-bb3b-87263d9c123a,Electronics,South America,3,445.9,0.05,CreditCard,4.0,4.0,1270.81
11127,2023-01-19,4565e77f-f7f2-4d96-8823-bd8aefd18b7b,Beauty,Asia,3,178.89,0.05,BankTransfer,2.0,4.7,509.84
97796,2025-10-17,6f140dfd-7403-4e8b-8044-b30905555e8c,Home,Oceania,2,5.24,0.2,Cash,7.0,4.6,8.38
46617,2025-08-31,19700db9-f0e7-428d-915d-5b79ac2144c3,Automotive,Africa,4,258.84,0.05,Cash,9.0,4.3,983.59
91530,2023-01-17,28309a79-fc0d-4567-bb4c-e00fe730bbdc,Electronics,Oceania,5,118.42,0.0,Cash,7.0,2.5,592.1
91902,2025-06-20,6f17fcc8-4e83-42f3-b6e3-d6060872a9f9,Toys,Asia,2,102.74,0.1,Cash,4.0,2.5,184.93
76438,2023-04-01,9b12a5b7-940f-46a5-883f-a2695f8cfac9,Home,Asia,3,316.5,0.2,BankTransfer,3.0,3.5,759.6
