customer_id,signup_date,region,membership_tier,marketing_opt_in
0a609a44-d558-4631-82b8-78440102c253,2023-11-04,Africa,Bronze,Y
15224687-6efd-4fb1-a4a9-358820155171,2023-10-19,South America,Silver,Y
4cdf781d-762f-4404-a94b-4729be578609,2022-07-23,Asia,Silver,Y
7ec98b88-0865-4caa-adf3-66012d9a648f,2022-05-10,South America,Bronze,Y
8d7d0733-f080-4087-ab99-89e68999b115,2021-10-18,Oceania,Silver,Y
48889d86-cf17-4ca4-bdc6-042016a979fa,2024-01-09,North America,Bronze,Y
458a13df-0ade-4275-be2b-3ce2a13ff68d,2024-03-07,Asia,Gold,Y
e5b32ef9-2514-4502-ae4c-4b85110de65c,2021-12-11,Oceania,Bronze,Y
a31dfea7-db3d-4d05-99b1-3a2bdd5c423c,2025-01-16,Oceania,Bronze,Y
cab21b78-7f88-4bc2-ad89-a1ac5acab153,2022-12-23,Africa,Platinum,Y
0bb8ca85-c64e-45d7-b6bb-954ce888b983,2024-12-22,Europe,Bronze,Y
18fa85bc-e595-44d1-8c8e-9cbb98a45d37,2024-06-18,Oceania,Bronze,N
89125962-579a-40d6-964a-a98ecb44e051,2022-08-21,Africa,Silver,Y
3e93b295-e1cc-462e-bc04-09c7f532f65a,2024-05-02,Oceania,Bronze,Y
18fdd2b9-79e5-49aa-992a-35497ba109d0,2023-07-01,South America,Gold,Y
d30fb36f-75a1-4732-8416-0d5eae5cc28a,2023-05-07,Oceania,Platinum,Y
7d59af0e-120c-4ea6-a890-140d95bed2d9,2022-12-23,South America,Bronze,Y
15aa772b-e4dd-42e4-9a43-13448f30dcbb,2023-08-30,Oceania,Silver,Y
dea079bf-9d99-4cf7-a59e-6ddcb9868041,2022-05-12,Asia,Platinum,Y
67577a98-d3fe-4480-a0ca-bbc6f0d65ed0,2025-11-01,North America,Silver,N
2bc11bf7-4675-4f60-be4f-f60d093fbebc,2025-04-17,Asia,Bronze,Y
910aeb6f-6b56-4091-a65c-9da5be160640,2024-02-11,North America,Silver,Y
8ebbcfe7-11ee-4e9c-a373-848bdfbcec8a,2023-12-11,Europe,Gold,Y
c88e2b51-2eaf-4258-8cd3-ade36d3dea46,2021-11-22,South America,Silver,Y
93c3d6d5-512d-4d99-9348-f0a86bbfd47d,2024-09-16,Asia,Bronze,N
e2f05428-42aa-4709-b820-cad24b4b04fb,2022-02-25,Africa,Gold,Y
d1239f58-7ec4-489e-a62c-04a614e27438,2025-09-08,Europe,Silver,Y
e737d84e-8349-4a68-8595-204c4865b03a,2022-07-22,Asia,Bronze,Y
32632cc3-665e-416f-9b67-b77503b88938,2023-03-12,North America,Bronze,Y
7afb7830-68aa-455f-a759-eb9306fdb09b,2022-06-19,South America,Bronze,Y
ea8c988a-cdee-4bbc-98d4-c81bf89dab0b,2022-10-20,South America,Bronze,Y
8e7a5996-d495-4f8f-af72-212480eaf3f5,2023-04-23,North America,Bronze,Y
471886d9-893a-4348-835f-2c0648ae3a47,2024-08-08,North America,Silver,N
8bbe40ed-4b92-4c4d-81fd-f130e8a72e7a,2021-09-23,Asia,Bronze,Y
929a94a9-b7f2-4aed-b651-c2b2969ac7d5,2024-05-20,South America,Bronze,Y
74246baa-2dca-4c82-8660-a3e9736d417c,2022-04-05,Oceania,Gold,Y
ee2f4e50-5328-44e5-a707-d0f00e953e25,2023-08-10,Europe,Bronze,Y
ff757363-ab90-489c-87c9-12242ab20c6c,2023-08-27,South America,Platinum,Y
d8a29687-d5fd-4cce-9627-a8eeff7d485c,2022-12-01,Europe,Bronze,N
8c6b04f6-2b33-4c27-be98-14d092545fb4,2023-01-24,South America,Silver,N
f01670fd-7e67-40e2-a811-b7ebfe8c3938,2023-03-02,Asia,Platinum,Y
9dd10b06-42af-4bbc-9ba4-b93146a4e156,2022-09-30,Oceania,Bronze,Y
7c057ea6-80b7-41e7-9541-7c29d8b29376,2024-08-31,Africa,Silver,Y
1b3e2271-1a71-4bdf-bb6d-e07125b08a57,2022-11-10,Africa,Bronze,Y
0d4ae279-93e6-452f-b59a-183a3662dd98,2022-08-24,Asia,Platinum,N
748485cb-2bc1-44e9-a2f6-dd04507e4fa4,2025-01-26,North America,Platinum,N
8dd44a0f-5d9e-4ef7-8314-2c2baa602364,2022-06-14,North America,Bronze,N
26ae933e-5d16-419e-89c4-dfe90b1051c3,2022-09-19,Asia,Bronze,N
21aa6694-eed0-4f87-a79b-eb3e049d2c1b,2025-05-15,Oceania,Bronze,Y
922859fe-ceec-4f87-a097-c1de1a7ae54c,2022-10-23,South America,Silver,Y
750a9c79-21e6-4781-9f1d-9e6dff2985c5,2023-12-18,South America,Gold,Y
2cef1862-f643-4af0-ae84-4e383011230a,2023-09-12,Africa,Bronze,N
dbdb8161-98e3-40ba-8f8f-3f8a8b017ef7,2024-04-18,Africa,Silver,Y
fa2c0f6e-a670-4a43-9824-a2e156557c28,2023-05-24,Asia,Bronze,Y
31bf8a3c-5ae5-4068-92ed-9291c3da1521,2022-10-22,North America,Silver,Y
27d1f2df-dd80-4dfa-8f3f-b1bc0357085e,2024-02-13,Asia,Bronze,Y
6a1afce6-9d6a-4282-a830-fc292f5cc178,2022-01-17,Europe,Bronze,Y
21540cfb-4447-424b-ab1e-12d2904fa9a6,2025-10-10,Asia,Silver,Y
43ad3d62-b17c-4b21-8dbc-2c1ca4afe7bd,2022-05-29,Asia,Bronze,Y
b300b3a6-576e-4dd3-80c8-ef4c127c2f33,2022-12-25,North America,Bronze,Y
02b77c5d-37ab-4ae7-b9c9-3336916a3c1a,2024-09-19,Africa,Gold,Y
9a9a209e-875d-4dcb-9046-0c3bfec5548a,2022-02-17,Asia,Bronze,N
8419a1ff-4956-4e62-8269-a6aec0ed9119,2023-09-22,Asia,Bronze,Y
6094413d-03c8-4477-addc-d3ff8b1096c0,2022-09-24,Oceania,Bronze,Y
b2f125f6-4b4b-47f2-ab0f-f00882d13ea5,2021-12-26,Asia,Silver,Y
116303c8-e883-44e9-a985-f85b1b583934,2022-12-24,North America,Bronze,Y
b0ea67ec-056f-45ca-a6c8-d9e2b72d24c9,2022-01-15,Asia,Silver,Y
b8e064ff-bcf9-4e04-9789-0cf369cf7e4a,2021-05-16,Europe,Bronze,Y
01c4225e-be40-4b83-89c6-2b6b58974643,2024-06-21,North America,Platinum,N
4dc41ea9-e36d-4559-a49c-9a6e9968484e,2022-03-27,Asia,Silver,N
7fb350e7-96d6-4fcf-9b67-8a3b40d852f5,2025-09-26,South America,Silver,N
4cfa8966-fd33-4f49-aa86-961aa59e126f,2023-03-30,Oceania,Bronze,Y
0a8b8d55-7dc0-4b4d-acbc-eb79a3ea218d,2021-04-23,Oceania,Silver,Y
37d9f94a-87e8-43e5-b4ae-6f01bfc3535d,2023-02-22,North America,Silver,Y
79d50b46-1430-49a9-8deb-011d26b6dd29,2023-07-27,Europe,Bronze,Y
703179c1-3a32-4738-9fb5-3919d1b31ef8,2022-04-21,North America,Silver,N
b9599622-7466-4dc9-a4db-70c40eb496ce,2022-09-25,Africa,Silver,Y
e2da43f2-7538-4359-980c-b619001cd8a3,2025-02-06,Oceania,Bronze,Y
919337ca-65b6-45bf-8eb8-d1b162ae6405,2025-05-31,Africa,Gold,Y
8b3a303e-b5a6-43bb-b3a5-4c88cd9306df,2024-01-16,North America,Bronze,Y
5ed8e959-56bd-4a85-9ca6-865991ed007e,2024-07-12,Europe,Bronze,N
ba236c22-e92a-4b97-91db-1a374204d733,2025-07-06,Africa,Bronze,Y
8a37fba2-2a97-4cf3-975e-cdc00df22a0f,2023-11-17,Oceania,Platinum,N
98550b1e-d588-4c1c-a5db-5946a091e5b4,2025-05-03,Europe,Bronze,Y
b1bb5f1f-a515-42c2-9e34-2c861e29a57b,2024-09-08,South America,Gold,N
040bb5f4-2d37-452e-9227-66ecd16d299c,2023-01-15,South America,Bronze,Y
1e177178-8eec-4bf2-bade-297e1fd81ffc,2021-04-26,Oceania,Bronze,Y
2b3fa032-0c02-4f4b-879a-d9f47c36590c,2024-10-22,North America,Silver,Y
d6462d44-5d7a-4c37-a12b-1c11e54532d1,2025-06-09,North America,Bronze,Y
39039516-db69-4c05-8c80-09f3b7daa7c1,2023-12-09,South America,Silver,Y
b0d7b232-958b-40a3-a970-9193ff68b1a8,2023-06-10,Oceania,Bronze,Y
b6295b75-66d4-4fc8-ba95-ce9be9dadcfc,2022-07-01,Africa,Bronze,Y
1aeb1100-82cd-4317-bc24-5777d41b34ac,2024-08-28,Africa,Bronze,Y
abbb03a4-3e29-43e5-a8d1-bf94c1ab72b6,2023-05-29,Oceania,Silver,Y
c96f473f-b354-45e2-a9c8-b28d2fb6f73e,2024-09-17,Africa,Bronze,Y
9136224b-ae01-4721-a1f2-f52df11f86c6,2023-03-26,Europe,Bronze,Y
139e2e60-080a-4d72-a6af-2eefcfe2123a,2025-05-06,Europe,Silver,Y
54ccaa01-5394-4d80-b12d-9d9e9cd9cfb8,2021-08-03,North America,Bronze,N
1873b726-3af8-4d8e-b143-100a59da673e,2023-10-11,North America,Gold,Y
7ed9faf2-bc2d-44fd-8156-18134881190e,2025-04-25,Europe,Silver,Y
fea3be55-b6e9-47c5-bd39-863160ab633b,2024-05-04,Oceania,Silver,Y
baf8034c-b4fd-4347-8e16-abcbc654001d,2023-04-26,South America,Silver,N
b9be511f-2715-48b1-9ea0-42e2ba18a02a,2021-11-30,North America,Silver,Y
e6b79290-9f0c-44dd-ad2c-b04de1956123,2022-10-01,Asia,Silver,Y
15969802-b6dd-4257-bb7d-9f1c57eb89b1,2021-07-19,South America,Silver,Y
fd43f429-7064-414b-8dc5-47c1f409ca34,2024-11-02,North America,Silver,Y
55088818-a027-4a20-bae0-6f30dfd2a536,2024-07-09,North America,Silver,Y
7f78a63a-f311-48cf-934b-c1e858bd3fd9,2024-09-26,North America,Bronze,N
a781dac1-1212-4c91-92be-654727f395e4,2023-03-18,North America,Gold,N
cb6361c9-064d-4315-85d7-cb96bede1bcb,2023-05-03,Europe,Silver,Y
338c1ad0-5116-4ee6-8705-4e87ffa5016c,2022-12-04,South America,Silver,N
b2a9dff8-be3a-43d1-ae0e-74497b3fe5cc,2024-01-05,Oceania,Gold,N
df30f2f5-3226-486f-8595-30c1a1295a39,2024-09-11,South America,Bronze,N
ff353ea8-ec23-4e50-870c-666a10f6c3a9,2022-11-04,South America,Bronze,N
d3fe22d3-3011-4743-aa49-680daa5b654d,2022-05-06,Oceania,Gold,Y
3170616d-6766-4298-a431-55ae493c34c2,2025-08-13,Europe,Gold,Y
63f0144f-9933-4056-ac39-e3be251b677a,2022-12-13,Europe,Gold,N
2652048e-4cfa-4494-9aa2-22caa9fb289b,2022-02-01,North America,Silver,N
38d95d60-9715-4fa5-8de3-d7fbf1d288ad,2022-01-22,Europe,Bronze,Y
53172e89-1595-4106-9511-6c5f34c4f6ad,2023-12-22,North America,Bronze,Y
7f071113-f374-4f85-b31a-a2ed5f3bd756,2022-11-23,Africa,Gold,Y
3270e4fa-abae-4f43-bcae-8081bdf070aa,2025-09-11,South America,Silver,N
ca25e736-5599-4673-ae3e-18742f41130f,2023-03-11,North America,Bronze,Y
850a464d-198c-43a5-892f-d83b29bd0d23,2024-01-11,Oceania,Silver,Y
a3528d57-2c0f-4a8e-b352-f4914f845f0e,2024-05-26,Asia,Silver,Y
ac060929-33a7-4bf6-ab60-3828d3d2578d,2024-07-31,Africa,Bronze,Y
fc84382a-08f7-4961-9cbc-12e470c9a3d4,2022-10-09,North America,Bronze,N
e4805b0e-ba2d-4c51-8419-8f10c7e8bccd,2023-05-29,Asia,Silver,Y
689d9d3b-762f-4c7e-9a34-66056330c4ba,2023-02-21,Asia,Bronze,Y
d99b9f1e-6733-4b48-ae97-4af34fa122df,2024-07-15,Oceania,Bronze,Y
01fab3cc-8f3b-4740-b341-4c2456f44cd3,2024-01-10,Africa,Silver,Y
56c07f2b-3875-4569-ae85-fb01030e22b3,2021-11-02,Oceania,Bronze,Y
49e8033d-c248-4e0e-9845-1d78b82e322d,2021-12-25,Africa,Silver,N
3d394e8e-740e-4626-acd0-b2e607a33bd0,2025-01-05,North America,Bronze,Y
689e4534-2e0e-4d6c-9f06-b25efc80ecb1,2022-03-17,Asia,Gold,N
2032e362-de61-480d-8acf-b1a031b592b7,2024-07-31,Europe,Bronze,Y
18745d8d-749e-4d5a-bb3b-87263d9c123a,2022-12-28,South America,Bronze,Y
d53df7a7-cc96-462d-a354-24eb214cfb58,2023-02-25,Oceania,Bronze,Y
6017de79-a2fa-48fd-9196-1086ecf27c4b,2022-08-26,Africa,Silver,N
9974281b-f2e3-4673-a514-e46dc1dd86d4,2023-10-29,Asia,Gold,Y
05c482d9-274f-4158-bca2-03c8a23306ae,2023-03-30,Asia,Gold,Y
393fee64-7968-4391-889b-058b07336e4e,2024-05-26,Europe,Gold,Y
7a354a74-c585-4f9f-a38a-a2f5362d335f,2023-09-13,Oceania,Bronze,Y
90ea4f75-6287-490c-888f-fd214bf90a59,2021-05-30,South America,Silver,N
c074718e-425a-409f-b337-c59979844388,2022-05-31,Asia,Silver,N
d74d930e-0e0f-4619-a926-61f516ca331c,2025-03-04,South America,Bronze,N
5e203e03-e02e-474e-b88c-57b8c79f5ff5,2022-12-03,South America,Bronze,N
bca37653-50c7-4baa-aa3c-6137e48623dd,2024-04-29,North America,Platinum,Y
eea04d1a-78a1-40a4-8464-7aed90704cfb,2025-03-02,Asia,Gold,Y
bd8bfb67-d82d-4c61-9486-27032b66b8ec,2022-07-31,Africa,Silver,Y
681a035f-e1e3-466c-8a09-bdc139c8a117,2023-10-07,Asia,Silver,Y
adfb18dd-a3e9-4f17-a5e2-b89ddb61f26d,2022-05-04,South America,Silver,Y
65632b4e-2c82-482d-a84c-2510823be360,2022-06-13,Asia,Gold,Y
6d44c07e-3085-4631-ba9b-6daf75960c4f,2022-08-02,Europe,Gold,Y
dd35b405-2842-424d-8920-a3c87a65ec16,2022-08-30,Europe,Bronze,N
5954d3d2-288a-4503-ae41-3b92cbf829fb,2022-06-03,Europe,Gold,Y
80909476-28e4-4949-9b33-d59b2054ff23,2024-03-30,Asia,Gold,Y
2a8ad6ae-6d1f-44a8-9500-19fc23c0a6b8,2025-05-30,Oceania,Bronze,Y
6ca0b4d7-1e4d-4c1e-bf12-538de40a6c94,2024-04-15,Oceania,Silver,Y
458c6bdd-9e70-49ff-8cd7-897f286d84e5,2023-01-17,Europe,Silver,Y
7edfb18f-cd9a-47c2-8831-7080af890c90,2022-02-28,Asia,Bronze,Y
8594f053-d259-4d81-9100-3543e3472f19,2024-10-09,North America,Silver,Y
a8350a40-0858-414d-952a-ed00d4aa826d,2024-11-03,Asia,Silver,Y
b7704b5b-f166-4e82-9f78-57fa26fbee49,2022-04-21,Europe,Gold,N
0a8c53c6-dc66-42dd-bbfd-7fc9e07985cd,2023-06-22,South America,Bronze,N
216db33d-73f3-4aa9-af3f-7de4880035d0,2024-05-21,North America,Bronze,Y
4db23912-d03a-4ab2-9a5e-7f196f8c1c22,2021-12-26,South America,Silver,Y
ebe90057-be2a-4bef-b9a7-2adec571ff4e,2024-01-03,Africa,Bronze,Y
bf8ea596-98a7-4d12-bd8b-0acb508f8aa3,2022-01-27,Africa,Silver,Y
d2eab2be-346b-4225-8286-fe2b88cf8b83,2023-07-06,Oceania,Bronze,Y
e05cc03e-16fd-4f59-904a-f9e74b5e5448,2022-05-20,Africa,Bronze,Y
d3f293f0-849d-4d98-8a0e-957f9df6d9f1,2025-03-11,South America,Bronze,Y
19743ef5-e2d2-47ee-abe7-d778346f865a,2023-06-21,Africa,Bronze,Y
7a5bb1bc-3761-416b-a1fe-a3d2c7925ad5,2023-06-08,South America,Gold,Y
fc106020-4973-46d3-9d05-11451d7bbb68,2024-02-28,Oceania,Platinum,Y
247474b3-1d7d-4bb3-8e00-44e207af3b8a,2023-06-29,Europe,Bronze,Y
b85a295a-7229-4502-a2b8-608c4c6eaa33,2022-05-07,Oceania,Silver,Y
248dcd4e-0e19-4cf6-8831-1c3a7398f5c5,2025-03-24,Oceania,Bronze,Y
82529065-43d5-4e40-9bfa-d94b77607dfe,2022-05-06,Oceania,Silver,N
3de5d3d6-4403-4cf4-9df8-5b5ec9c00887,2022-08-09,Asia,Bronze,N
454f9fe2-08ca-4e08-bd84-e3ee7a653499,2021-06-04,North America,Silver,Y
5c02ecd8-f83a-4522-9c58-79da02bc44a8,2022-09-05,Asia,Bronze,N
c2ff32c1-4472-456a-9071-e9ede9d3e56e,2024-05-06,Asia,Bronze,Y
191578fc-ed09-4d70-a08d-fc3de313633f,2022-11-04,Europe,Silver,Y
e4a24c83-9a6d-4ea0-bf21-2de6596d9500,2022-06-18,North America,Gold,N
345fc257-5530-4b76-b7bb-8679479b6f82,2023-11-04,Oceania,Bronze,Y
49b12a03-10c0-484c-8237-739a6995d1fe,2021-07-30,Africa,Silver,Y
ece3738d-1285-455c-a753-11414352322a,2024-05-20,Africa,Platinum,Y
a950b04d-476e-4d52-8cca-e47bbfa7b98f,2025-08-03,Europe,Gold,Y
c4de412a-863c-4d68-9806-bcbd3e45b500,2022-09-17,North America,Bronze,Y
61d81be9-a250-ed78-7e22-32796e71ad1d,2025-12-29,Africa,Gold,Y
9b0198ce-ca1d-429d-9ad7-9207b1102552,2025-01-22,Oceania,Silver,Y
ae130a1a-dc06-415b-bdce-692acc3beb48,2022-02-21,Asia,Bronze,Y
3e7b3e3c-5a69-4d3e-8d5c-8c667379db61,2024-04-23,Asia,Silver,Y
4fe681fd-addf-4952-b2f7-c416e2daf886,2025-04-02,Asia,Silver,Y
a794799c-ba72-43c8-820b-be484e5d92fa,2022-08-27,Africa,Silver,Y
abf5c5d8-7582-40a7-b4a7-4d4353067ada,2023-10-07,South America,Bronze,Y
c02f5543-219e-4915-a5c6-543e2162c519,2023-05-29,Europe,Bronze,Y
cdeb8ab9-9ece-4b21-a9f4-07eee9320c6a,2025-01-19,North America,Silver,Y
d5f1c4fd-c149-46bd-b302-5a537f1d0d4a,2023-05-17,South America,Bronze,Y
028163fd-4ff5-40af-a258-aa8ff6f4dc6c,2023-08-17,Asia,Silver,N
0fe21064-f94a-4290-afb2-5b78c9627d7c,2023-03-02,North America,Bronze,Y
bfbf7b8e-4686-4e8c-9eeb-3d24cab337d9,2022-10-18,Asia,Bronze,Y
05e7dce3-ce1b-468b-b8af-6533b6bad5b9,2023-08-31,Oceania,Gold,N
730a006c-308c-4971-a8ca-f7957721f50f,2021-09-13,South America,Bronze,Y
4a090af7-30ae-4074-a506-213e347b6810,2024-07-10,Oceania,Bronze,Y
b34ce304-26d3-4deb-9e02-4096684727e8,2022-04-24,Oceania,Bronze,Y
454afde3-0251-4db4-b810-453b7471a091,2023-08-01,South America,Gold,Y
87094e1c-56be-4148-86bf-ebd851701e5e,2022-06-08,Africa,Silver,N
e62ba94b-9988-4a12-bb31-03c3fa60f04a,2023-08-23,North America,Bronze,Y
03305744-9ae4-46ba-8228-62c4b7ab7799,2023-09-25,North America,Gold,N
438a229e-3ec5-4f5d-95da-25e2c0793a18,2023-09-09,North America,Bronze,Y
742a65ce-c275-4c6a-a776-8f582f2d4fab,2023-08-05,Oceania,Silver,Y
abd13f1a-3d20-4440-80cf-a44d1b7db566,2024-08-28,Asia,Bronze,Y
eac1e888-de65-4815-8a50-74f307960260,2022-07-20,Africa,Bronze,N
353fe8c3-92e7-4ba5-866c-daddbb5ed054,2022-11-16,South America,Silver,Y
097b4bfe-fbd4-4390-945d-3345255b0697,2022-03-13,Europe,Gold,Y
c3595dc2-0bd3-42a9-abc7-8c063e9ace12,2025-09-02,Europe,Silver,N
ede4b7f6-6c0e-46e1-a916-85747002450a,2023-03-24,Europe,Silver,Y
bf539a64-2727-4262-9dfc-765595359336,2022-04-17,Oceania,Silver,Y
8d1254cb-2dc6-4ae9-9235-23909264e78f,2024-05-06,Asia,Bronze,Y
ff4625af-bd20-463b-b275-b5f3d436a7a8,2023-02-16,Oceania,Bronze,N
db32c6d7-8bdd-4220-82b1-e5c04fcbd951,2023-12-07,Asia,Silver,N
8fc1c83d-1ba1-41ff-9f35-f19ea6413865,2022-04-20,Africa,Gold,Y
5b6ac8c4-d28f-40a1-bbaa-c9672fde9027,2023-07-22,Asia,Bronze,Y
4aa77a4a-aca1-4999-9078-00b2ecae0e74,2022-08-24,North America,Bronze,Y
bfe9aa03-b057-48c9-b0e1-661653fddaa7,2023-05-07,North America,Silver,N
1bda6e42-8138-4573-8a3e-8a692d7e4d55,2022-12-09,Asia,Bronze,Y
2740dcf4-8a20-41ce-aa6a-92bdc4e964f6,2022-10-29,Europe,Gold,Y
1bbcb748-bb55-4fa3-ae26-651915f87768,2025-01-09,Asia,Silver,Y
32303ee2-2707-46ba-8faa-3b1f60c5e090,2022-05-25,Asia,Bronze,Y
89e1404c-cf0f-45c6-a195-163c1db9d6f5,2023-07-27,Africa,Silver,Y
5790b532-cdd3-47ac-940e-c73113e67487,2024-12-04,Europe,Bronze,Y
6abf3ba6-8625-4c53-ae23-8260d261f228,2022-06-22,Africa,Silver,Y
a4768af1-9356-4b72-8163-1003b92c972e,2024-02-15,Europe,Silver,N
a5c4b535-634a-424b-a88b-f49f01b3c186,2024-04-11,North America,Silver,Y
7bb84553-5f89-4d71-9b03-5c77ec0a3ad6,2021-10-09,Oceania,Bronze,Y
ca5dc9bf-05a9-46d6-aa51-ec9cdfbf05af,2024-07-21,Africa,Silver,Y
3ba3536a-9baf-481b-b3ac-90702be785f7,2023-12-05,Africa,Silver,N
c3ca7c8c-a7bf-4ec6-8d43-6e09aebd0fbb,2023-11-29,North America,Bronze,N
033d66ef-63cb-42ec-99e3-e3edc91ec4ed,2023-11-29,Africa,Bronze,Y
b78d3bbf-22e3-4603-be7d-55f1438ad3d9,2022-09-30,Asia,Bronze,N
2687c2ed-6fc0-4743-a1cb-0b88f8272b68,2024-10-19,Oceania,Bronze,N
08a8fbdc-522a-4bb1-9c24-c791ad07020c,2023-09-01,Africa,Bronze,Y
951ce53f-e16d-45e3-ac64-537c4875cddc,2024-07-10,North America,Silver,Y
80e83103-2b5d-4e35-b082-45ca9f6280e1,2022-06-29,Oceania,Silver,Y
1d2c87ce-8b95-4b57-bff5-106df8db3033,2023-06-22,Africa,Bronze,N
d53c380c-d520-494e-8bd1-d99ea1769b16,2023-12-04,South America,Bronze,Y
ff83457c-fde6-44af-980a-ec23fc43664e,2023-09-14,Europe,Bronze,N
c958e75e-21d5-4971-b367-49b52cf6bf75,2023-01-06,Oceania,Gold,N
84757257-b378-4d7a-a59f-939202800850,2022-04-08,South America,Silver,N
1eabb6f1-3114-4744-b15c-ffc9c3397b73,2023-04-24,Europe,Platinum,N
066d7a74-a4ee-4dc1-b32e-3c1661af716b,2025-02-28,Africa,Silver,Y
c7434c90-2e83-4104-b61c-782cd35cc2a3,2022-11-23,North America,Bronze,Y
76f1d068-e713-471a-bc57-6cf6a693c652,2024-07-26,Europe,Bronze,Y
d641beaf-b11b-477e-8150-bdcbe285db4d,2023-11-10,Asia,Bronze,Y
5b612cb1-b605-4cb5-bf2a-e006c8ab7726,2021-10-30,South America,Bronze,Y
4efaa16b-ea35-4283-8d82-721d75361064,2023-07-28,Oceania,Bronze,N
a4bebbbb-9c77-40df-9ba9-36d543cd1818,2022-01-12,Asia,Bronze,N
53adc24e-e9ad-4501-991c-34457e939dd5,2023-07-29,Asia,Silver,Y
4743e975-e139-4508-89f1-b51b3d2a802f,2024-05-16,Europe,Bronze,N
4e333ecd-7e85-4680-b49d-0f7d66d46361,2023-08-16,Europe,Bronze,Y
006c386b-a1a1-44d8-8402-483c95f14a8a,2022-09-26,South America,Platinum,Y
c0a16918-8eb7-40a4-87f2-af7932331357,2022-07-16,Oceania,Bronze,N
d1636e46-f0da-4089-8b65-249275f5ebd1,2024-02-02,South America,Bronze,Y
